id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces
21182;92063;Appartement;19,93;22;1
21183;92026;Appartement;75,44;77;4
21184;92062;Appartement;14,36;14;1
21185;92026;Appartement;84,1;84;4
21186;92026;Appartement;55,92;60;3
21187;92026;Appartement;39,78;50;3
21188;92026;Appartement;19,04;16;1
21189;92063;Appartement;30,07;29;1
21190;92026;Appartement;21,41;20;1
21191;92050;Appartement;24,49;27;2
21192;92073;Appartement;48,3;42;2
21193;92026;Appartement;56,2;58;3
21194;92073;Appartement;26,25;26;2
21195;92026;Appartement;63,53;64;3
21196;92063;Appartement;72,96;83;4
21197;92026;Appartement;25,37;25;1
21198;92026;Appartement;40,61;34;2
21199;92026;Appartement;68;67;3
21200;92026;Appartement;49,75;49;2
21201;92063;Appartement;80,7;81;3
21202;92062;Appartement;70,01;69;3
21203;92050;Appartement;70,65;70;4
21204;92063;Appartement;54,55;57;3
21205;92050;Appartement;48,27;49;3
21206;92062;Appartement;63,71;68;3
21207;92026;Appartement;134,2;134;6
21208;92026;Appartement;69,7;71;3
21209;92026;Appartement;42,79;41;3
21210;92026;Appartement;15,07;12;1
21211;92026;Appartement;61,79;59;3
21212;92026;Appartement;83,97;81;5
21213;92026;Appartement;53,04;49;2
21214;92050;Appartement;56,49;68;3
21215;92050;Appartement;23,81;23;1
21216;92026;Appartement;80;79;3
21217;92062;Appartement;28,19;27;2
21218;92050;Appartement;45,12;47;2
21219;92050;Maison;124,41;129;6
21220;92026;Appartement;32,16;56;2
21221;92026;Appartement;42,66;47;2
21222;92050;Appartement;51,42;48;2
21223;92063;Appartement;25,06;30;1
21224;92050;Appartement;65,58;64;3
21225;92026;Appartement;68,19;68;3
21226;92050;Appartement;38,2;38;2
21227;92073;Appartement;77,44;77;3
21228;92063;Appartement;16,56;17;1
21229;92062;Appartement;61,92;62;3
21230;92063;Maison;106,6;85;4
21231;92073;Appartement;87,72;89;4
21232;92026;Appartement;53,42;53;2
21233;92062;Appartement;25,4;27;2
21234;92026;Appartement;24,77;10;1
21235;92073;Appartement;48,35;50;2
21236;92050;Appartement;87;86;4
21237;92050;Appartement;31,6;31;1
21238;92063;Appartement;25,53;25;1
21239;92026;Appartement;121,22;121;5
21240;92026;Appartement;46,42;46;2
21241;92026;Appartement;44,25;44;2
21242;92062;Appartement;80,92;81;4
21243;92026;Appartement;56,46;52;3
21244;92026;Appartement;64,69;61;3
21245;92062;Appartement;41,89;40;3
21246;92026;Appartement;23,25;24;1
21247;92050;Appartement;351,07;48;3
21248;92050;Appartement;42,2;47;2
21249;92073;Appartement;78,52;78;3
21250;92062;Appartement;67,78;68;3
21251;92062;Appartement;54,52;56;3
21252;92026;Appartement;101,2;103;4
21253;92026;Appartement;37,81;37;2
21254;92063;Appartement;36,6;36;1
21255;92050;Appartement;49,2;48;2
21256;92026;Appartement;104,64;98;1
21257;92062;Appartement;41,71;41;2
21258;92063;Appartement;71,81;72;4
21259;92026;Appartement;89,59;90;4
21260;92063;Appartement;64,22;53;3
21261;92026;Appartement;52,43;49;2
21262;92050;Appartement;24,42;26;1
21263;92026;Appartement;28,67;32;1
21264;92026;Appartement;27,24;28;1
21265;92073;Appartement;75,54;78;3
21266;92026;Appartement;42,1;42;2
21267;92073;Appartement;35;46;3
21268;92026;Appartement;65,5;64;3
21269;92026;Appartement;60,35;70;3
21270;92026;Appartement;73,72;80;3
21271;92062;Appartement;71,72;64;3
21272;92063;Appartement;40,51;36;2
21273;92063;Maison;32,73;38;2
21274;92062;Appartement;33,65;32;2
21275;92063;Maison;121,61;122;5
21276;92073;Appartement;69,25;69;3
21277;92063;Appartement;64,05;64;3
21278;92026;Appartement;36,36;36;1
21279;92050;Maison;416,11;190;6
21280;92026;Appartement;41,46;57;3
21281;92050;Appartement;29,92;25;2
21282;92026;Appartement;42,02;42;2
21283;92026;Appartement;44,01;37;2
21284;92026;Appartement;45,05;45;2
21285;92026;Appartement;70,2;70;3
21286;92073;Appartement;91,32;91;4
21287;92026;Appartement;36,01;40;1
21288;92026;Appartement;42,74;43;2
21289;92062;Appartement;40,7;40;2
21290;92026;Appartement;66,86;67;3
21291;92063;Appartement;55,4;56;3
21292;92073;Appartement;41,16;41;2
21293;92050;Appartement;79,41;79;3
21294;92026;Appartement;56,32;56;3
21295;92062;Appartement;30,95;32;1
21296;92063;Appartement;65,02;66;3
21297;92063;Appartement;23,13;20;2
21298;92063;Appartement;132,47;162;5
21299;92063;Appartement;43;45;2
21300;92063;Appartement;57,88;57;3
21301;92073;Appartement;59,66;61;3
21302;92063;Appartement;46,18;45;2
21303;92062;Appartement;55;57;2
21304;92063;Appartement;51,17;53;3
21305;92063;Appartement;55,15;53;3
21306;92062;Appartement;40,43;42;2
21307;92062;Appartement;45,27;44;2
21308;92050;Appartement;66,89;64;4
21309;92073;Appartement;95,39;98;4
21310;92073;Appartement;57;53;3
21311;92050;Appartement;62,69;62;3
21312;92026;Appartement;64,12;64;3
21313;92026;Appartement;52,35;56;3
21314;92009;Appartement;66,48;65;3
21315;92009;Appartement;78,63;94;4
21316;92035;Appartement;38,53;36;2
21317;92004;Appartement;19,5;24;1
21318;92036;Appartement;79,49;79;3
21319;92025;Appartement;61,52;61;3
21320;92009;Appartement;56,21;50;3
21321;92004;Appartement;38,29;38;2
21322;92004;Appartement;53,39;52;2
21323;92004;Appartement;54,43;60;3
21324;92004;Appartement;39,31;40;2
21325;92004;Appartement;62,24;58;3
21326;92025;Appartement;82,17;81;4
21327;92035;Appartement;79,06;80;4
21328;92035;Appartement;51,9;49;3
21329;92035;Appartement;64,16;64;3
21330;92025;Appartement;32,02;32;2
21331;92004;Appartement;75,72;62;3
21332;92025;Appartement;38,05;35;2
21333;92004;Appartement;40,69;40;3
21334;92004;Appartement;54,2;54;2
21335;92004;Appartement;102,01;101;5
21336;92009;Appartement;27,73;22;2
21337;92004;Appartement;25,5;27;1
21338;92009;Appartement;52,47;52;3
21339;92036;Appartement;67,01;68;3
21340;92009;Appartement;81,43;81;3
21341;92036;Appartement;72,63;72;4
21342;92004;Appartement;32,12;32;1
21343;92004;Appartement;64,94;64;3
21344;92009;Appartement;64,09;64;3
21345;92004;Appartement;92,14;98;4
21346;92004;Appartement;83,05;87;4
21347;92004;Appartement;35,02;38;2
21348;92036;Appartement;59,35;59;3
21349;92025;Appartement;61,06;62;3
21350;92025;Appartement;49,45;55;3
21351;92025;Appartement;56,05;60;2
21352;92035;Appartement;79,23;77;3
21353;92004;Appartement;25,2;32;1
21354;92004;Appartement;52,9;53;3
21355;92035;Appartement;52,02;61;3
21356;92004;Appartement;63,2;60;3
21357;92025;Appartement;18,72;24;2
21358;92004;Maison;136,9;163;5
21359;92009;Appartement;27,75;33;2
21360;92025;Appartement;60,34;60;2
21361;92004;Appartement;59,06;60;2
21362;92004;Appartement;40,81;41;2
21363;92004;Appartement;37,04;50;2
21364;92004;Appartement;62,82;67;3
21365;92025;Appartement;58,21;45;3
21366;92035;Appartement;63,9;64;3
21367;92025;Maison;72,8;80;4
21368;92035;Appartement;63,8;64;3
21369;92004;Appartement;26,78;28;2
21370;92036;Appartement;87,94;88;4
21371;92036;Maison;76,07;75;3
21372;92009;Appartement;73,67;74;3
21373;92004;Appartement;30,65;31;2
21374;92009;Appartement;33,63;35;1
21375;92004;Appartement;101,5;104;4
21376;92025;Appartement;84,6;84;4
21377;92025;Appartement;73,06;68;3
21378;92025;Appartement;56,86;47;3
21379;92036;Appartement;21,47;41;2
21380;92035;Appartement;25,27;14;1
21381;92009;Appartement;30,48;30;1
21382;92009;Appartement;16,94;17;1
21383;92004;Appartement;67,23;66;4
21384;92035;Appartement;66,08;66;3
21385;92004;Appartement;66,67;66;3
21386;92025;Appartement;43,23;44;2
21387;92035;Appartement;46,73;47;3
21388;92004;Appartement;81,1;73;3
21389;92036;Appartement;26,94;38;2
21390;92004;Appartement;136,51;138;5
21391;92025;Appartement;90,56;88;5
21392;92004;Appartement;22,05;19;1
21393;92004;Appartement;74,55;73;4
21394;92025;Appartement;22,75;22;1
21395;92025;Appartement;61,23;58;2
21396;92004;Appartement;36,5;30;2
21397;92009;Appartement;86,15;86;4
21398;92004;Appartement;41,95;43;2
21399;92004;Appartement;45,71;45;2
21400;92004;Appartement;37,01;38;2
21401;92025;Appartement;44,03;36;2
21402;92004;Appartement;72,05;74;3
21403;92025;Appartement;37,99;40;2
21404;92004;Appartement;23,05;23;1
21405;92004;Appartement;11,22;10;1
21406;92004;Appartement;30,2;31;1
21407;92025;Appartement;39,19;40;2
21408;92035;Appartement;43,54;43;2
21409;92035;Appartement;75,82;75;3
21410;92035;Appartement;18,21;18;1
21411;92035;Appartement;33,46;36;1
21412;92004;Maison;136,6;138;7
21413;92004;Appartement;102,07;105;4
21414;92004;Appartement;72,27;73;2
21415;92025;Appartement;95,29;91;5
21416;92004;Appartement;22,03;22;1
21417;92035;Maison;125,49;105;4
21418;92025;Appartement;43,71;43;2
21419;92025;Appartement;35,6;35;3
21420;92036;Appartement;86,36;82;4
21421;92004;Appartement;16,4;18;1
21422;92004;Appartement;86,28;86;4
21423;92035;Appartement;40,64;41;2
21424;92004;Appartement;23,42;30;1
21425;92035;Appartement;56,71;33;2
21426;92009;Appartement;27;26;1
21427;92009;Appartement;31,86;27;2
21428;92035;Appartement;116,05;116;4
21429;92025;Appartement;32,01;29;2
21430;92004;Appartement;28,76;24;2
21431;92035;Appartement;52,59;51;2
21432;92035;Appartement;37,97;38;2
21433;92025;Appartement;56,09;57;3
21434;92025;Appartement;34,06;31;2
21435;92004;Appartement;18,48;18;2
21436;92035;Appartement;69,25;70;3
21437;92025;Maison;105,06;97;3
21438;92004;Maison;122,8;75;5
21439;92004;Appartement;72,36;71;3
21440;92004;Appartement;40,08;40;3
21441;92004;Appartement;42,5;44;2
21442;92035;Appartement;61,46;53;3
21443;92004;Appartement;57,77;55;3
21444;92004;Appartement;46,59;46;3
21445;92035;Appartement;62,54;63;4
21446;92036;Appartement;21,42;18;1
21447;92035;Appartement;44,4;40;2
21448;92025;Appartement;57,07;59;3
21449;92025;Appartement;10,66;14;1
21450;92078;Appartement;46,3;46;2
21451;92004;Appartement;39,12;45;2
21452;92025;Appartement;31,25;31;2
21453;92004;Appartement;53,71;67;3
21454;92004;Appartement;35,18;36;2
21455;92004;Maison;31,03;31;2
21456;92025;Appartement;79,44;79;4
21457;92004;Appartement;80;80;4
21458;92004;Appartement;59,05;59;3
21459;92004;Appartement;118,05;112;3
21460;92004;Appartement;37,19;36;2
21461;92036;Appartement;66,65;69;4
21462;92004;Appartement;59,74;59;3
21463;92035;Appartement;23,79;25;1
21464;92009;Appartement;49,01;48;2
21465;92035;Appartement;80,92;79;3
21466;92004;Appartement;95,01;90;4
21467;92004;Appartement;51,53;41;2
21468;92009;Appartement;51,62;60;3
21469;92004;Appartement;34,88;32;1
21470;92078;Appartement;41,8;41;2
21471;92004;Appartement;33,55;31;2
21472;92004;Appartement;50,73;38;2
21473;92025;Appartement;57,74;59;3
21474;92004;Appartement;30;30;2
21475;92025;Appartement;57,16;49;3
21476;92009;Maison;72,13;65;3
21477;92025;Appartement;77,79;80;3
21478;92004;Appartement;49,38;48;2
21479;92004;Appartement;30,5;30;1
21480;92025;Appartement;53,84;50;2
21481;92035;Appartement;37,84;37;2
21482;92004;Appartement;39,22;41;2
21483;92025;Appartement;41,19;41;2
21484;92025;Appartement;68,44;69;3
21485;92078;Appartement;55,58;57;3
21486;92025;Appartement;30,94;31;2
21487;92025;Appartement;62,81;60;3
21488;92004;Appartement;55,06;60;3
21489;92025;Maison;101,37;102;4
21490;92036;Appartement;23,38;23;2
21491;92004;Appartement;42,87;41;2
21492;92025;Appartement;64,31;64;3
21493;92035;Appartement;68,04;70;4
21494;92035;Appartement;23,52;25;1
21495;92004;Appartement;98,95;98;4
21496;92025;Appartement;61,65;61;3
21497;92009;Appartement;41,09;41;3
21498;92025;Appartement;28,3;27;1
21499;92009;Appartement;78,05;77;3
21500;92004;Appartement;21,75;21;1
21501;92025;Appartement;60,22;60;3
21502;92044;Appartement;66,05;65;3
21503;92024;Appartement;16,98;17;1
21504;92044;Appartement;85,07;84;4
21505;92044;Appartement;102,14;101;4
21506;92044;Appartement;78,35;79;4
21507;92044;Appartement;52,85;55;2
21508;92044;Appartement;86,97;85;4
21509;92044;Appartement;86,97;86;3
21510;92051;Appartement;122,79;130;4
21511;92044;Appartement;97,24;97;4
21512;92024;Appartement;36,03;32;2
21513;92044;Appartement;33,91;33;1
21514;92051;Appartement;48,65;40;3
21515;92051;Appartement;43,1;43;1
21516;92051;Appartement;27,52;72;2
21517;92051;Appartement;60,45;60;3
21518;92044;Appartement;13,55;80;4
21519;92044;Maison;112,47;100;3
21520;92024;Appartement;52,9;53;2
21521;92024;Appartement;21,76;22;2
21522;92051;Appartement;34,1;35;1
21523;92044;Appartement;52,01;47;3
21524;92024;Appartement;39,72;40;2
21525;92024;Appartement;44,5;44;2
21526;92044;Appartement;67,74;19;1
21527;92044;Appartement;44,53;50;2
21528;92024;Appartement;14,02;16;1
21529;92051;Appartement;84,02;85;3
21530;92024;Appartement;15,84;16;1
21531;92044;Appartement;40,7;45;2
21532;92051;Appartement;28,86;27;1
21533;92051;Appartement;70,4;60;3
21534;92044;Appartement;60,2;58;3
21535;92044;Appartement;30,44;32;2
21536;92044;Appartement;76,8;101;4
21537;92044;Appartement;46,87;44;3
21538;92024;Appartement;35,02;35;2
21539;92044;Appartement;47,38;50;3
21540;92044;Appartement;16,98;16;1
21541;92024;Appartement;40,9;43;3
21542;92024;Appartement;21,94;10;1
21543;92024;Appartement;35,95;35;2
21544;92051;Appartement;86,28;85;4
21545;92024;Appartement;44,52;44;2
21546;92044;Appartement;70,3;67;4
21547;92044;Appartement;23,92;23;1
21548;92051;Appartement;97,25;100;5
21549;92044;Appartement;49,14;49;3
21550;92051;Appartement;53,53;59;2
21551;92051;Appartement;66,8;40;2
21552;92051;Appartement;12,14;15;1
21553;92051;Appartement;38,9;39;2
21554;92024;Appartement;90,43;90;4
21555;92024;Appartement;29,25;27;2
21556;92024;Appartement;28,9;35;3
21557;92044;Appartement;44,98;44;3
21558;92024;Appartement;51,39;50;2
21559;92024;Appartement;17,7;21;2
21560;92044;Appartement;86,76;84;4
21561;92051;Appartement;154,13;153;6
21562;92024;Appartement;55,85;56;3
21563;92051;Appartement;50,07;51;2
21564;92044;Appartement;70,81;76;3
21565;92044;Appartement;56,3;56;3
21566;92024;Appartement;21,86;22;1
21567;92044;Appartement;50,18;50;2
21568;92024;Appartement;27,5;26;1
21569;92044;Appartement;133,85;105;4
21570;92044;Appartement;33,95;32;2
21571;92051;Appartement;45,04;48;2
21572;92051;Appartement;25,52;28;1
21573;92044;Appartement;57,79;58;3
21574;92024;Appartement;44,6;50;3
21575;92024;Appartement;35,26;35;2
21576;92024;Appartement;47,78;50;3
21577;92024;Appartement;20,27;21;1
21578;92024;Appartement;26;22;2
21579;92044;Appartement;47,02;50;3
21580;92044;Appartement;67,35;65;3
21581;92024;Appartement;41,18;41;2
21582;92051;Appartement;15,8;16;1
21583;92044;Appartement;8,72;10;1
21584;92051;Appartement;44,88;42;2
21585;92024;Appartement;23,33;27;2
21586;92024;Appartement;27,93;30;2
21587;92044;Appartement;79,28;79;3
21588;92051;Appartement;44,51;46;2
21589;92044;Appartement;65,34;68;3
21590;92044;Appartement;50,88;46;3
21591;92044;Appartement;36,82;35;2
21592;92044;Appartement;12,83;12;1
21593;92051;Appartement;95,16;75;4
21594;92044;Appartement;59,95;60;3
21595;92051;Appartement;169,63;156;5
21596;92044;Appartement;106,65;110;4
21597;92051;Appartement;161;136;4
21598;92051;Appartement;76,57;74;3
21599;92044;Appartement;73,31;70;3
21600;92051;Appartement;16,5;17;1
21601;92044;Appartement;49,3;41;2
21602;92044;Appartement;54,16;62;2
21603;92044;Appartement;41,15;43;2
21604;92044;Appartement;38,18;39;2
21605;92024;Appartement;42,37;42;1
21606;92044;Appartement;29,75;28;3
21607;92051;Appartement;46,46;48;2
21608;92024;Appartement;31,31;31;2
21609;92044;Appartement;19,45;19;1
21610;92024;Appartement;43,78;43;2
21611;92051;Appartement;100,12;100;4
21612;92044;Appartement;30,02;28;1
21613;92051;Appartement;271,85;270;8
21614;92051;Appartement;59,05;55;3
21615;92051;Appartement;125,94;130;5
21616;92024;Appartement;44,95;45;2
21617;92024;Appartement;25,7;26;2
21618;92044;Appartement;29,2;28;1
21619;92051;Appartement;59,64;72;3
21620;92024;Appartement;43,14;44;2
21621;92024;Appartement;33,65;31;2
21622;92051;Appartement;19,96;20;2
21623;92051;Appartement;52,11;50;2
21624;92051;Appartement;113,12;120;6
21625;92044;Appartement;73,07;76;2
21626;92024;Appartement;26,01;22;2
21627;92051;Appartement;45,01;46;1
21628;92051;Appartement;116,92;126;4
21629;92051;Appartement;28,73;39;1
21630;92044;Appartement;39,11;38;2
21631;92024;Appartement;36,64;34;2
21632;92051;Appartement;69,61;65;3
21633;92051;Appartement;40,78;40;1
21634;92044;Appartement;14,81;20;1
21635;92051;Appartement;36,1;38;1
21636;92044;Appartement;66,25;66;3
21637;92051;Appartement;53,8;48;3
21638;92024;Appartement;29,23;22;1
21639;92051;Appartement;23,41;20;1
21640;92051;Appartement;38,2;39;2
21641;92044;Appartement;17,86;19;1
21642;92044;Appartement;67,56;68;3
21643;92024;Appartement;38,33;35;2
21644;92051;Appartement;32,15;28;2
21645;92051;Appartement;194,9;194;6
21646;92024;Appartement;19,24;10;1
21647;92051;Appartement;19,94;27;1
21648;92051;Appartement;36,46;41;2
21649;92044;Appartement;45,03;45;2
21650;92044;Appartement;156,28;55;3
21651;92024;Appartement;62,07;61;3
21652;92051;Appartement;46,35;50;1
21653;92051;Appartement;78;76;3
21654;92044;Appartement;78,66;77;4
21655;92051;Appartement;55,98;54;2
21656;92051;Appartement;44,01;45;2
21657;92044;Appartement;93,69;94;4
21658;92024;Appartement;38,69;38;2
21659;92024;Appartement;49,86;50;3
21660;92051;Appartement;36,02;40;2
21661;92044;Appartement;42,25;50;2
21662;92051;Appartement;36,86;32;2
21663;92051;Appartement;47,2;48;2
21664;92024;Appartement;71,8;72;3
21665;92051;Appartement;277,54;357;8
21666;92044;Appartement;99,5;95;4
21667;92024;Appartement;42,16;36;2
21668;92044;Appartement;34,86;35;2
21669;92024;Appartement;53,26;49;2
21670;92044;Appartement;37,96;38;2
21671;92044;Appartement;11,84;11;1
21672;92044;Appartement;37,17;35;2
21673;92044;Appartement;14,09;14;1
21674;92044;Appartement;75,02;75;3
21675;92044;Appartement;118,41;118;5
21676;92024;Appartement;25,63;30;2
21677;92024;Appartement;46,3;40;2
21678;92044;Appartement;64,11;64;3
21679;92044;Appartement;55,02;35;2
21680;92044;Appartement;33,94;37;2
21681;92044;Appartement;20,96;19;1
21682;92051;Appartement;137,5;142;3
21683;92051;Appartement;139,06;130;5
21684;92044;Appartement;64,78;63;3
21685;92024;Appartement;42,01;45;3
21686;92044;Appartement;58,95;58;3
21687;92044;Appartement;29,08;29;2
21688;92051;Appartement;30,11;24;1
21689;92044;Appartement;63,15;80;3
21690;92024;Appartement;84,36;85;3
21691;92051;Appartement;25,74;25;1
21692;92051;Appartement;123;108;4
21693;92051;Appartement;31,69;29;2
21694;92024;Appartement;170,9;125;2
21695;92044;Appartement;66,13;63;3
21696;92044;Appartement;70,2;65;3
21697;92024;Appartement;71,59;27;1
21698;92024;Appartement;37,29;35;2
21699;92051;Appartement;62,39;45;2
21700;92051;Appartement;47,55;56;3
21701;92051;Appartement;51,77;53;2
21702;92051;Appartement;15,56;16;1
21703;92051;Appartement;43,01;40;2
21704;92044;Appartement;64,06;63;3
21705;92051;Appartement;63,43;61;3
21706;92044;Appartement;18,32;27;1
21707;92024;Appartement;65,65;65;3
21708;92044;Appartement;103,82;97;5
21709;92044;Appartement;47,8;54;2
21710;92044;Appartement;41,7;40;2
21711;92044;Appartement;36,8;35;2
21712;92044;Appartement;67,94;68;3
21713;92044;Appartement;48,75;45;3
21714;92044;Appartement;107,14;108;4
21715;92044;Appartement;32,77;33;2
21716;92051;Appartement;74;84;3
21717;92051;Appartement;65,56;70;3
21718;92044;Appartement;29,55;30;1
21719;92051;Appartement;210,01;230;8
21720;92044;Appartement;77,39;74;4
21721;92051;Appartement;28,85;25;1
21722;92051;Appartement;89,32;87;3
21723;92044;Appartement;20,05;20;2
21724;92024;Appartement;38,56;39;2
21725;92024;Appartement;11,58;15;1
21726;92051;Appartement;49,34;48;3
21727;92044;Appartement;52,76;54;3
21728;92024;Appartement;39,17;39;2
21729;92024;Appartement;51,61;50;3
21730;92044;Appartement;65,42;66;4
21731;92044;Appartement;21,06;20;1
21732;92044;Appartement;39,92;37;2
21733;92044;Appartement;64,9;64;3
21734;92044;Appartement;59,23;34;2
21735;92024;Appartement;46,79;45;2
21736;92024;Appartement;18,01;20;1
21737;92024;Appartement;33,67;35;2
21738;92051;Appartement;28,2;30;3
21739;92024;Appartement;65,85;65;4
21740;92044;Appartement;57,79;59;3
21741;92044;Appartement;42,59;42;3
21742;92051;Appartement;116;109;4
21743;92044;Appartement;59,31;62;3
21744;92044;Appartement;72,12;75;4
21745;92024;Appartement;47,84;22;1
21746;92044;Appartement;75,46;75;4
21747;92024;Appartement;29,49;29;1
21748;92044;Appartement;64,35;64;3
21749;92024;Appartement;34,87;37;2
21750;92044;Appartement;20,25;16;9
21751;92051;Appartement;90,3;85;4
21752;92051;Appartement;27,92;28;1
21753;92051;Appartement;111,08;119;3
21754;92051;Appartement;203,07;204;6
21755;92051;Appartement;32,36;33;1
21756;92024;Appartement;46,3;45;2
21757;92051;Appartement;38,09;33;2
21758;92051;Appartement;114,17;112;3
21759;92051;Appartement;91,54;83;2
21760;92051;Appartement;69,7;74;3
21761;92051;Appartement;113,5;117;5
21762;92044;Appartement;40,17;42;2
21763;92051;Appartement;44,45;44;3
21764;92051;Appartement;116,04;103;4
21765;92051;Appartement;39,77;40;2
21766;92051;Appartement;82,92;85;3
21767;92044;Appartement;73,37;72;3
21768;92024;Appartement;66,84;66;3
21769;92051;Appartement;85,33;86;3
21770;92051;Appartement;133,33;133;7
21771;92044;Appartement;25,61;27;2
21772;92024;Appartement;20,57;20;1
21773;92044;Appartement;23,25;22;1
21774;92051;Appartement;27,4;26;1
21775;92024;Appartement;37,19;32;2
21776;92044;Appartement;42,57;42;3
21777;92044;Appartement;20,72;18;1
21778;92051;Appartement;161,02;140;4
21779;92044;Appartement;68,25;68;3
21780;92044;Appartement;46,67;46;2
21781;92044;Appartement;35,92;35;2
21782;92024;Appartement;34,4;59;2
21783;92024;Appartement;43,64;44;2
21784;92051;Appartement;100,08;103;3
21785;92044;Appartement;174,05;175;7
21786;92024;Appartement;20,02;20;1
21787;92044;Appartement;73,02;73;3
21788;92051;Appartement;12,2;12;1
21789;92044;Appartement;33,05;30;2
21790;92044;Appartement;86,05;86;3
21791;92024;Appartement;91,02;90;4
21792;92051;Appartement;50,22;50;2
21793;92051;Appartement;33,11;26;1
21794;92051;Appartement;59,6;59;3
21795;92044;Appartement;30,29;30;1
21796;92024;Appartement;76,43;80;4
21797;92044;Appartement;68,1;67;3
21798;92044;Appartement;36,17;36;2
21799;92024;Appartement;36,41;35;2
21800;92044;Appartement;49,27;50;3
21801;92024;Appartement;21,49;22;1
21802;92044;Appartement;61,1;15;2
21803;92044;Appartement;74,19;69;4
21804;92024;Appartement;50,51;35;2
21805;92044;Appartement;42,61;44;1
21806;92024;Appartement;27,17;20;1
21807;92044;Appartement;47,08;47;2
21808;92044;Appartement;51,65;51;2
21809;92051;Appartement;53,04;47;3
21810;92051;Appartement;87,04;79;3
21811;92024;Appartement;39,22;37;2
21812;92044;Appartement;36,53;36;2
21813;92051;Appartement;107,6;107;3
21814;92044;Appartement;76,1;72;4
21815;92024;Appartement;34,68;40;1
21816;92024;Appartement;29,6;27;2
21817;92024;Appartement;84,04;60;3
21818;92051;Appartement;33,26;30;1
21819;92024;Appartement;99,85;106;5
21820;92024;Appartement;30,98;24;1
21821;92044;Appartement;13,9;13;1
21822;92051;Appartement;34,6;33;2
21823;92024;Appartement;82,52;84;3
21824;92051;Appartement;22,58;23;1
21825;92044;Appartement;90,1;90;4
21826;92051;Appartement;91,25;93;4
21827;92024;Appartement;25,24;66;1
21828;92024;Appartement;45,42;45;2
21829;92024;Appartement;22,04;24;1
21830;92044;Appartement;38,5;42;2
21831;92051;Appartement;8,84;98;4
21832;92051;Appartement;174,68;166;6
21833;92024;Appartement;58,82;60;3
21834;92051;Appartement;40,52;39;1
21835;92051;Appartement;16,99;16;1
21836;92024;Appartement;148,91;105;3
21837;92024;Appartement;45,82;46;2
21838;92044;Appartement;105,89;106;5
21839;92051;Appartement;103,64;100;3
21840;92012;Appartement;61,23;63;3
21841;92012;Appartement;31,2;29;2
21842;92012;Appartement;17,11;19;1
21843;92076;Appartement;83,76;83;4
21844;92012;Appartement;78,02;119;4
21845;92033;Appartement;83,35;83;3
21846;92012;Appartement;109,17;108;5
21847;92012;Appartement;87,15;88;4
21848;92012;Appartement;79,9;77;3
21849;92012;Appartement;70,15;77;4
21850;92012;Appartement;51,34;50;2
21851;92012;Appartement;23,8;23;1
21852;92064;Appartement;94,65;100;4
21853;92048;Appartement;55,81;55;3
21854;92012;Appartement;149,71;148;5
21855;92012;Appartement;15,65;15;1
21856;92012;Appartement;65,55;64;3
21857;92012;Appartement;38,75;37;2
21858;92012;Maison;100;72;4
21859;92072;Appartement;66,03;60;3
21860;92012;Appartement;24,37;29;1
21861;92012;Appartement;28,03;30;1
21862;92048;Appartement;61,97;63;3
21863;92012;Appartement;20,44;21;1
21864;92012;Appartement;43,28;43;2
21865;92012;Appartement;79,86;78;3
21866;92048;Appartement;58,94;59;3
21867;92012;Appartement;37,38;37;2
21868;92072;Appartement;64,32;60;3
21869;92076;Maison;305,84;250;6
21870;92012;Appartement;65,62;56;1
21871;92077;Appartement;12,52;13;1
21872;92012;Appartement;27,74;28;1
21873;92012;Appartement;21,27;27;2
21874;92012;Appartement;75,81;70;3
21875;92022;Appartement;57,82;56;3
21876;92012;Appartement;27,27;37;2
21877;92048;Appartement;55,74;55;3
21878;92012;Appartement;73,75;74;3
21879;92064;Appartement;27,59;27;2
21880;92012;Appartement;29,56;26;1
21881;92048;Appartement;30,62;28;2
21882;92033;Maison;162,93;172;6
21883;92012;Appartement;3,62;17;2
21884;92012;Appartement;22,05;23;2
21885;92012;Appartement;62,78;64;3
21886;92072;Appartement;53,68;53;2
21887;92012;Appartement;129,34;131;6
21888;92012;Appartement;96,33;93;4
21889;92012;Appartement;48,66;49;2
21890;92022;Appartement;59,73;50;3
21891;92012;Appartement;47,63;62;2
21892;92048;Appartement;55,36;56;3
21893;92012;Appartement;17,45;17;1
21894;92022;Appartement;81,17;82;4
21895;92048;Appartement;37,25;37;1
21896;92012;Appartement;29,45;29;2
21897;92012;Appartement;64,78;64;2
21898;92012;Appartement;62,96;65;3
21899;92012;Appartement;35,68;36;1
21900;92064;Appartement;19,69;21;1
21901;92012;Appartement;38,2;38;2
21902;92012;Appartement;69,82;69;2
21903;92033;Appartement;109,74;108;4
21904;92012;Appartement;41,86;41;2
21905;92012;Appartement;50,25;52;2
21906;92012;Appartement;58,11;58;3
21907;92012;Appartement;29,97;30;1
21908;92012;Appartement;120,67;128;5
21909;92076;Appartement;71,8;74;4
21910;92072;Appartement;87,39;87;3
21911;92012;Appartement;36,71;24;2
21912;92012;Appartement;69,7;70;4
21913;92012;Appartement;214,83;193;6
21914;92012;Appartement;61,3;60;3
21915;92012;Appartement;43,08;40;3
21916;92012;Appartement;83,38;83;4
21917;92012;Appartement;77,65;85;4
21918;92012;Appartement;174,2;141;5
